tic_peakratio,tic_elutionShift,tic_similarity,tic_symmetry,tic_jaggedness,tic_modality,transition_peakratio_1,transition_peakratio_2,transition_peakratio_3,transition_peakratio_4,transition_peakratio_5,transition_peakratio_6,transition_peakratio_7,transition_elutionShift_1,transition_elutionShift_2,transition_elutionShift_3,transition_elutionShift_4,transition_elutionShift_5,transition_elutionShift_6,transition_elutionShift_7,transition_similarity_1,transition_similarity_2,transition_similarity_3,transition_similarity_4,transition_similarity_5,transition_similarity_6,transition_similarity_7,transition_symmetry_1,transition_symmetry_2,transition_symmetry_3,transition_symmetry_4,transition_symmetry_5,transition_symmetry_6,transition_symmetry_7,transition_jaggedness_1,transition_jaggedness_2,transition_jaggedness_3,transition_jaggedness_4,transition_jaggedness_5,transition_jaggedness_6,transition_jaggedness_7,transition_modality_1,transition_modality_2,transition_modality_3,transition_modality_4,transition_modality_5,transition_modality_6,transition_modality_7,tic_peakmax,tic_peakarea,tic_peakshift,tic_FWHM,transition_peakmax_1,transition_peakmax_2,transition_peakmax_3,transition_peakmax_4,transition_peakmax_5,transition_peakmax_6,transition_peakmax_7,transition_peakarea_1,transition_peakarea_2,transition_peakarea_3,transition_peakarea_4,transition_peakarea_5,transition_peakarea_6,transition_peakarea_7,transition_peakshift_1,transition_peakshift_2,transition_peakshift_3,transition_peakshift_4,transition_peakshift_5,transition_peakshift_6,transition_peakshift_7,transition_FWHM_1,transition_FWHM_2,transition_FWHM_3,transition_FWHM_4,transition_FWHM_5,transition_FWHM_6,transition_FWHM_7,label
0.004518619557551567,0.16045855,0.840411191254762,0.2222151250485629,0.24857072278850345,0.45733831581179135,0.012547755938387266,0.013840449116841963,0.002599788268316178,0.0026946893486321506,0.0035044291376655715,0.0,7.311944691749836e-05,0.02386648545045459,0.714860950090208,0.11660082908192233,0.9228161094584003,0.1811183201991749,0.0,0.0,0.6953308721443672,0.04448135327954375,0.7880446749386176,0.07744885538998939,0.5355532852079729,0.0,0.6572602606400159,0.7094599743334205,-0.9761745455120281,0.9287147188337977,-0.17469298003048608,0.9257251973377321,0.0,0.0,0.39871325430746435,0.2999331604877334,0.3610750598583609,0.43896577392068814,0.1251345933911449,0.5245116441729879,0.41999687384783524,0.9765,0.4993,0.7797,0.715,0.3144,1.0,1.0,489.15561413765,3063.2812647819533,2.0,6.0,209.3461151123047,206.78187561035156,72.22638702392578,94.61089324951172,135.4403533935547,0.0,2.6587936878204346,704.7248295545578,1147.7729887962341,204.2119414806366,327.45991146564484,674.3920352458954,0.0,4.719558238983154,2.5,2.5,2.5,0.5,2.5,2.5,0.5,4.0,7.0,1.0,1.0,3.0,0.0,1.0,0
0.08031518237064236,0.18122036,0.9455055872190123,0.9754950664287989,0.09551104283893214,0.19296242184340026,0.1017093314150817,0.0805514225441833,0.0860904170216445,0.08364323702644268,0.07549626529602921,0.07657283275297282,0.05976531215307446,0.20930949078897318,0.2340500242980085,0.02665651936271003,0.2380560211894544,0.24098882020087256,0.019775335233900765,0.030551799096493394,0.8996621259705269,0.5168192440663417,0.932921559898001,0.8021235097420089,0.8952204192275086,0.9648427310681608,0.6682502000463236,0.8788850903723324,0.2196100667048022,0.9255833847818784,0.9788845031050606,0.9115677251227501,0.9555805489792017,0.5982227880769372,0.13686577714051087,0.2793203716252736,0.10873964494381182,0.22296877902801618,0.13928818454036396,0.09026886509808583,0.218834125973519,0.3579,0.5036,0.3143,0.6102,0.2579,0.1937,0.4912,1758.377235412598,11410.796384572985,0.0,5.0,294.2020263671875,182.46270751953125,262.1268005371094,406.419921875,430.2973937988281,197.59317016601562,117.37950897216797,1470.1148147583008,1500.4900012016296,1548.6933808326721,2033.984465122223,2984.7448139190674,1139.0981540679932,733.6707546710968,3.5,2.5,2.5,0.5,0.5,0.5,0.5,3.0,10.0,5.0,3.0,6.0,3.0,7.0,1
0.019971121924840823,0.73060504,0.06672867572334487,0.08627033539733443,0.3262535173519596,0.5107355369067585,0.04388259727173319,0.0745817708854043,0.014352217236419796,0.013774861212647324,0.009078343244968038,0.0026938478646406343,0.0,0.5112809226443281,0.8065395363297414,0.0,0.518745050386193,0.7331663241784622,0.6410991106932334,0.0,-0.12181139791673493,-0.33137521233312806,0.823835990353633,0.41644216533636086,-0.15091293685377316,-0.5397918522986803,0.0,-0.7215277147282347,-0.37584622566683273,0.9978939818256128,-0.29688956063074146,-0.2208108754403914,-0.18445272386021647,0.0,0.39277489797232723,0.22805762265476068,0.41672831659612114,0.43112970166265735,0.33687503945699837,0.34860405930040655,0.4133483086612841,0.8097,0.3718,0.9905,1.0,0.5885,0.2845,1.0,490.646675109863,5897.0902889332065,5.0,13.0,133.9764862060547,298.08917236328125,158.2073974609375,128.5345001220703,95.3911361694336,46.868988037109375,0.0,999.5475730895996,2809.091468811035,455.54795148968697,767.3843053372839,771.4591684341431,94.05982177145779,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,13.0,9.0,1.0,14.0,11.0,1.0,0.0,0
0.06043157563462622,0.30306784,0.9188531753796025,0.9186263203588796,0.12074342447563395,0.16393750317377534,0.07095618082609638,0.06552966648716199,0.05313525588967442,0.07953874371114754,0.05143373707714419,0.05338718973199466,0.049372669173491035,0.23489931517935164,0.033032915417063824,0.20491591369567172,1.0,0.18095060885617426,0.19903368429623758,0.09196925768170855,0.8983607990431247,0.9615391432027302,0.8563768418022615,0.4216175059478683,0.9079281620329991,0.9300855058394165,0.952065856578934,0.8009600704927491,0.9793613857845765,0.3185906367583718,-0.36868253208593865,0.8370793416029111,0.9203383167989813,0.8812618165555248,0.14800483247347024,0.06346565577658661,0.15851272612387426,0.25486033557552484,0.12779778978288675,0.1386823409929992,0.09267534157198351,0.2719,0.285,0.219,0.2774,0.2795,0.1133,0.1048,3436.122589111328,33899.81265640259,0.0,7.0,390.30731201171875,552.2403564453125,444.8379211425781,857.779296875,997.6842041015625,326.9083251953125,276.5439453125,3575.463653564453,4577.897041320801,3513.783603668213,8348.305709838867,8307.042404174805,3183.8294563293457,2393.4907875061035,1.5,0.5,0.5,0.5,0.5,0.5,0.5,7.0,6.0,5.0,9.0,6.0,7.0,6.0,0
0.009546763099108756,0.59905009,0.641337029376525,0.3106180351708779,0.23964534808126384,0.5533987229998869,0.03149998693767343,0.03899433917565284,0.0003321672739672593,0.004029519967804633,0.0003091701226204559,0.014048130199807985,1.1255167595903083e-08,0.07133566962092003,0.530452142031644,0.0,0.9366456204677964,0.3417230883420086,0.5419749387205584,0.0,0.7175882050031992,0.7248230293964504,0.0,-0.367921440493542,-0.1472527659907885,0.407789449852848,0.48090908373117724,-0.6616194226759995,0.18024431915625055,0.0,0.9870411486309845,0.0,-0.03321018915884651,0.0,0.353879401279297,0.399724296095105,0.5364449531002954,0.42374516563791775,0.2637135305420993,0.21576002972436625,0.46873111286321745,0.1541,0.9509,1.0,1.0,0.8379,0.5827,0.0454,478.630408942179,3225.0461244946096,3.0,8.0,216.99298095703125,175.4637908935547,7.516407012939453,101.33702087402344,9.207422256469727,133.4722442626953,0.00020506854343693703,767.3602085113525,1574.7599868774414,12.28262710571289,265.5869557186961,29.95975963026285,575.0962226390839,0.0003640120594354812,2.5,2.5,2.5,3.5,3.5,2.5,2.5,1.0,9.0,1.0,1.0,2.0,6.0,1.0,0
0.6738513224994429,0.05305308,0.9850448314262786,0.9992968204060853,0.07819475872492569,0.13226769659586202,0.7551596452231931,0.7147315019057621,0.6686726780752205,0.6379686410513503,0.6787928699648071,0.6397448940565509,0.6452159635826177,0.02028264452057242,0.04846617083540714,0.0794171826566849,0.05122305978587357,0.05386006511729997,0.0521502794961367,0.045969565558993626,0.9911279985803958,0.9851592906453916,0.9932163111717626,0.9880652494931551,0.9704114227552393,0.9705892319463895,0.9363735424364203,0.997967628869519,0.9509950434855259,0.9963497891578627,0.9916155496899657,0.9986072548453037,0.987622212828545,0.9900159767394253,0.04886462433607021,0.08284536332251283,0.09709530125542247,0.0974875861774263,0.07167170639099746,0.08075612430900911,0.07673547480518636,0.0406,0.2444,0.281,0.0991,0.1195,0.1298,0.194,30414.389404296875,222699.09046173096,1.0,6.0,2892.09814453125,4224.3017578125,3764.8017578125,5418.62939453125,8731.0087890625,3216.603515625,2727.419189453125,21798.22576904297,29769.85203552246,25460.850357055664,39681.66944885254,63751.23620605469,23538.694854736328,18698.56179046631,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.0,6.0,5.0,6.0,7.0,6.0,5.0,1
0.12743526940219999,0.07329941,0.9808188312823809,0.987714177686765,0.1140262475100861,0.31971084380262227,0.10837907007009348,0.16971380425526766,0.15877984728907812,0.15402234161931316,0.11330593008134812,0.08432370535003639,0.09273328451870781,0.07153276522963194,0.0686189875120216,0.0368422141625618,0.24369088013396084,0.014684186244580223,0.0,0.20618929776788028,0.8005833258983582,0.8467391027593211,0.9426690700182297,0.8363637685933818,0.911662312922965,0.8626475520114246,0.9130098822654615,0.17263520327189585,0.6744955939759012,0.9882251345890766,0.951294582303286,0.7774247091023705,0.89317980884981,0.927224624611749,0.15880795558169242,0.18446944704288756,0.15494617082334736,0.2702899630582583,0.04722282444386212,0.27594555781301894,0.19523869510423764,0.4634,0.438,0.4451,0.5185,0.2905,0.7447,0.6454,1478.189491271973,10311.307539105415,1.0,7.0,170.9534149169922,238.13307189941406,262.5820617675781,294.0749816894531,349.17877197265625,201.82803344726562,118.62046813964844,867.5892245769501,1732.3540725708008,1438.224692583084,2365.3027477264404,2409.1002349853516,802.3406902551651,696.3958764076233,3.5,2.5,0.5,0.5,0.5,0.5,0.5,5.0,8.0,3.0,8.0,5.0,3.0,4.0,1
0.01965887535257247,0.26902742,0.831147413542475,0.3072099989814452,0.16343304780579046,0.22372232887728224,0.02969973627400626,0.03263749969570777,0.02099593992172749,0.021065093087486168,0.016291052896953748,0.01491600926032529,0.0073114543852417155,0.7956562309594525,0.5828752519409364,0.7908059284464369,0.33171056956769773,0.24798568750377722,0.0,0.14461524342632515,-0.10261157026291257,0.5908111887527252,0.3281873652870853,0.8592957080735872,0.8628811309586872,0.9131070298120427,0.2666382319503086,-0.22443774088968663,-0.7315342577050984,0.04837272986777935,0.6307496759975462,0.5410625485910612,0.6316399727670085,0.0,0.3715007801790535,0.22557101749308633,0.2736110518319968,0.13758875722391486,0.16190046654936782,0.20231554183315661,0.37695012936000194,0.6515,0.4615,0.3776,0.2164,0.2138,0.5374,0.9758,926.437372684479,6352.991154998541,0.0,6.0,168.64805603027344,182.6260223388672,128.78839111328125,242.68101501464844,248.1876678466797,131.358154296875,75.56828308105469,826.3252449035645,1175.477066040039,767.5695095062256,1270.958161443472,1547.1585791110992,534.0489363670349,231.4536576271057,3.5,3.5,1.5,2.5,0.5,0.5,0.5,0.0,7.0,6.0,4.0,6.0,3.0,3.0,0
0.003555275148746203,0.36675651,0.5841326098805799,0.634720921406646,0.3236957700802974,0.5945487235335195,0.008343295557687076,0.009462032609463674,0.0023878627700833583,0.003092887459992567,0.0019851759361384693,0.002592917008546446,0.0005076543882631325,0.44655499708502144,0.3975429784474607,0.1459248629775272,0.07187938493483909,0.0,0.14067343732760157,0.0,0.3259743109647571,0.13997030870695723,-0.07911861634641221,-0.07316058340658536,0.4783917482938336,0.3727031821190501,0.6264904972801731,0.6682861076243276,-0.5394119131097301,0.0,0.1597838458724867,0.4002096725426749,-0.7699707999017008,0.0,0.37654198084240353,0.41022921955500163,0.39381772316644126,0.24207208899102878,0.3942267675128183,0.3216014909700366,0.5136336144644581,0.8829,0.9672,0.9329,0.8956,0.9094,0.7577,1.0,199.825602531433,1434.576023131608,6.0,7.0,63.2537727355957,81.64868927001953,38.305667877197266,60.15468978881836,62.215057373046875,36.849395751953125,11.816180229187012,271.9571690559387,446.3454096317291,107.01300090551376,229.84009790420532,234.54357767105103,125.56784328818321,19.308924674987793,2.5,2.5,2.5,2.5,0.5,2.5,2.5,6.0,6.0,1.0,5.0,4.0,5.0,1.0,0
0.009714182628366411,0.01261782,0.8011211148532219,0.9073125539384375,0.11145826186586073,0.27471349523029237,0.013027536650213434,0.01520166928340589,0.007047723915040254,0.011902213665304955,0.00730100432896943,0.010064884803052709,0.005555791783388785,0.06944285674221595,0.04830844457608201,0.004565831085918027,0.05607940876348498,0.11441250005125196,0.0,1.0460126216766251e-06,0.743676116247698,0.7483378759844697,0.9109113838703178,0.5617464479963613,0.6565402901973256,0.8201790072577821,0.5531681592721125,0.7510433368653319,0.7405120231187018,0.9157159099154045,0.8107854157858954,0.3249280407362145,0.8839930928188301,0.8336890968537858,0.11993123274126592,0.16173659485814845,0.28355351529020345,0.15427451712945348,0.13929447056854943,0.217755137404197,0.12667809892474383,0.2614,0.2943,0.7663,0.3555,0.455,0.7718,0.2848,1486.269943237305,9563.525560602808,2.0,5.0,177.658935546875,217.69708251953125,208.07786560058594,376.4493713378906,345.5001525878906,255.9870147705078,96.86444091796875,1172.1726121902466,1760.6363153457642,790.1782941818237,2113.6388511657715,2063.3209533691406,1153.877859055996,509.70067529406515,0.5,2.5,0.5,0.5,2.5,0.5,0.5,5.0,7.0,3.0,3.0,5.0,3.0,4.0,1
0.03073856580646488,0.39653577,0.9034358293291194,0.9408529913974956,0.1166465076181946,0.20308072668297467,0.04305727952010083,0.04363390829901354,0.03704918867595118,0.02806429265148316,0.022041313185607585,0.03365315375397532,0.022087466187029597,0.5095606594217732,0.8161180798291514,0.3559792187404084,0.12173979723448028,0.3019264276028486,0.12707085413740093,0.26097600243849783,0.33917484784891505,0.2559754781514227,0.6055476389458754,0.753416969079167,0.9297246570995303,0.7809749998450229,0.9351844509974704,-0.3336893787708002,0.2700573152154977,0.30383959866093646,0.21188287139515,0.7927698873040654,0.7478530372561463,0.968976369101935,0.31743113787953847,0.3356388882367734,0.2218043009201259,0.19331899004578776,0.1288951511675312,0.18292516910803786,0.11431545002901317,0.5475,0.5978,0.3093,0.5987,0.1024,0.5194,0.2127,1053.736549377441,8651.976645845332,0.0,5.0,115.78227233886719,199.0150604248047,144.66775512695312,222.28147888183594,206.1482696533203,178.12332153320312,87.00364685058594,1061.718729019165,1501.4961471557617,1247.7768745422363,1432.6994590759277,1775.9072227478027,1080.1162618579074,552.2619514465332,2.5,2.5,0.5,0.5,1.5,0.5,0.5,11.0,12.0,9.0,2.0,6.0,4.0,6.0,1
